"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
15.03,8.03,111,4,49.38,8.45,"Alpha","ui","alta","success"
9.84,8.63,114,3,75.86,51.41,"Beta","api","baja","success"
12.91,10.72,119,2,74.24,3.37,"Alpha","auth","crítica","success"
13.97,5.34,109,3,75.05,20.23,"Alpha","payments","baja","success"
13.07,6.9,119,1,78.35,19.38,"Beta","database","alta","success"
14.61,9.5,129,2,85.68,28.07,"Delta","ui","media","failed"
11.51,2.64,130,0,82.65,11.12,"Gamma","ui","media","success"
10.35,11.24,132,2,91.98,4.94,"Alpha","ui","alta","success"
1.43,6.38,133,3,79.05,7.99,"Beta","auth","baja","success"
11.63,5.39,121,5,82.73,25.29,"Gamma","payments","alta","success"
13.72,8.42,136,2,75.34,7.46,"Delta","database","alta","success"
14.14,13.58,126,2,80.48,4.38,"Alpha","auth","crítica","success"
9.78,6.32,125,2,58,1.92,"Delta","api","media","success"
19.12,4.26,130,3,64.65,2.84,"Alpha","database","media","success"
13.15,7.67,112,3,73.91,7.18,"Gamma","api","alta","success"
12.51,10.93,103,3,86.84,14.18,"Alpha","payments","baja","rolled_back"
17.09,7.31,131,3,63.73,8.24,"Alpha","ui","media","success"
9.13,9.5,116,1,69.93,24.52,"Beta","auth","media","success"
10.2,10.89,122,4,96.91,9.04,"Beta","ui","baja","success"
21.59,3.72,137,1,85.01,12.67,"Gamma","payments","baja","success"
12.04,9.5,113,2,64.07,18.17,"Gamma","ui","baja","success"
18.53,6.71,113,0,82.28,13.59,"Delta","payments","media","success"
6.25,7.85,130,1,84.14,2.45,"Alpha","api","media","success"
11.24,13.61,129,2,84.02,14.64,"Beta","auth","media","success"
13.51,8.63,119,1,90.16,4.68,"Beta","ui","crítica","success"
13.2,10.03,131,3,84.59,7.2,"Alpha","auth","media","success"
7.98,5.53,121,3,56.11,11.19,"Beta","ui","media","success"
12.08,9.08,119,1,73.81,7.01,"Delta","api","alta","rolled_back"
7.69,7.69,120,2,84.39,13.28,"Gamma","ui","media","success"
14.85,7.42,132,2,80.83,12.54,"Beta","api","crítica","success"
16.34,9.39,111,0,72.99,10.97,"Alpha","api","alta","success"
3.1,4.24,125,2,80.55,5.94,"Beta","database","media","success"
16.94,11.48,125,3,83.62,7.55,"Alpha","payments","media","success"
7.04,13.71,124,2,99,12.47,"Beta","api","baja","success"
13.82,6.9,113,0,84.05,14.98,"Alpha","payments","alta","success"
14.64,9.3,139,1,67.26,3.09,"Gamma","ui","baja","success"
11.2,13.13,116,1,94.19,18.97,"Delta","ui","baja","success"
9.42,5.79,110,1,80.88,13.64,"Gamma","database","media","rolled_back"
12.66,8.12,129,1,71.96,22.42,"Gamma","ui","media","success"
13.76,13.77,123,1,88.88,6.59,"Alpha","auth","crítica","rolled_back"
15.53,5.69,122,2,89.08,18.89,"Gamma","payments","media","success"
3.79,10.39,132,2,88.35,4.17,"Alpha","ui","alta","success"
5.45,9.18,119,3,84.03,5.12,"Alpha","auth","media","success"
17.72,7.09,131,2,53.93,3.64,"Alpha","payments","media","failed"
16.19,8.9,121,3,89.43,5.63,"Gamma","payments","alta","success"
13.74,7.17,110,1,83.82,9,"Delta","payments","baja","success"
14.86,9.9,96,3,58.98,5.49,"Gamma","payments","baja","failed"
15.67,6.73,115,0,72.58,13.76,"Alpha","auth","alta","success"
1.36,3.61,99,2,90.81,8.52,"Alpha","payments","media","success"
16.44,10.03,128,1,58.68,18.25,"Alpha","auth","media","failed"
10.06,10.83,115,3,78.02,5.15,"Alpha","auth","media","success"
12.92,8.28,130,0,73.78,13.5,"Alpha","ui","media","success"
10.82,5.92,117,0,94.12,5.16,"Alpha","payments","media","failed"
15.49,6.79,122,1,100,15.79,"Alpha","api","media","success"
10.61,4.71,113,6,83.72,1.14,"Beta","payments","crítica","success"
14.07,4.53,140,2,87.43,25.3,"Gamma","payments","media","success"
10.44,10.83,133,6,62.18,7.4,"Beta","auth","media","failed"
7.63,2.85,128,2,77.45,22.39,"Gamma","ui","crítica","success"
16.84,9.4,106,1,78.93,15.74,"Gamma","ui","baja","success"
14.96,7.04,112,4,68.81,6.04,"Beta","auth","media","success"
18.9,4.69,132,1,67.39,3.14,"Alpha","database","baja","success"
12.26,7.42,141,1,78.99,18.7,"Beta","api","alta","success"
16.5,7.53,114,3,98.46,7.61,"Gamma","payments","media","success"
19.9,11.01,113,1,92.16,15.72,"Beta","payments","baja","success"
10.87,14,132,2,91.74,14.97,"Alpha","payments","baja","success"
6.71,12.56,120,2,66.51,7.15,"Gamma","auth","alta","success"
11.04,12.07,113,3,78.48,7.02,"Beta","ui","media","failed"
11.14,12.04,107,1,57.38,17.45,"Delta","auth","alta","success"
12.61,10.32,110,1,76.23,18.69,"Beta","database","baja","success"
18.85,6.86,122,3,65.2,25.92,"Gamma","api","baja","failed"
10.7,8.43,131,1,90.92,10.89,"Delta","auth","media","success"
13.49,4.17,130,2,81.17,6.15,"Beta","payments","alta","failed"
11.09,6.06,123,1,58.34,5.76,"Alpha","auth","alta","success"
12.08,5.82,112,2,49.41,12.91,"Delta","ui","media","rolled_back"
13.26,5.27,123,1,94.27,20.11,"Delta","database","media","success"
17.31,11.53,117,3,79.27,3.49,"Gamma","payments","baja","success"
12.49,9.25,128,2,82.41,3.43,"Gamma","ui","media","success"
14.85,8.66,120,4,67.17,13.65,"Gamma","ui","crítica","rolled_back"
15.12,7.97,132,3,82.37,22.08,"Alpha","auth","baja","rolled_back"
15.66,10.46,130,1,79.13,10.09,"Beta","api","crítica","success"
9.7,10.21,110,3,67.81,2.77,"Gamma","ui","alta","success"
18.51,5.74,104,4,77.35,7.17,"Beta","auth","alta","failed"
10.48,2.99,95,3,78.46,19.01,"Delta","ui","media","success"
11.58,5.05,126,2,78.01,29.43,"Gamma","api","alta","success"
17.62,6.76,96,3,82.58,6.82,"Beta","api","baja","success"
17.18,7.99,123,4,76.11,16.65,"Beta","ui","baja","success"
7.64,11.76,113,1,50.45,10.61,"Alpha","auth","alta","success"
8.51,9.59,122,5,76.26,17.4,"Beta","auth","media","success"
6.57,9.71,110,4,91.57,12.98,"Alpha","ui","media","success"
12.73,10.03,114,3,65.34,25.04,"Alpha","database","media","success"
12.66,7.67,116,0,71.82,9.22,"Alpha","api","media","success"
13.46,5.31,121,5,72.66,7.92,"Delta","ui","alta","success"
14.21,5.76,113,1,70.54,13.63,"Alpha","ui","baja","success"
9.59,4.61,117,2,62.94,29.44,"Gamma","api","media","success"
8.03,4.77,118,3,75.71,9.08,"Gamma","payments","alta","success"
16.11,4.21,117,0,85.59,9.81,"Delta","api","alta","success"
15,10.15,128,3,85.37,6.9,"Delta","database","baja","success"
5.96,4.96,137,2,96.89,4.51,"Alpha","auth","alta","success"
11.62,9.55,120,3,73.57,6.6,"Alpha","auth","baja","success"
8.42,13.86,133,0,70.76,4.05,"Delta","payments","crítica","success"
3.72,7.5,120,1,77.78,5.07,"Delta","ui","alta","success"
12.6,7.54,114,2,72.56,9.6,"Beta","api","media","success"
11.68,10.1,133,0,76.79,16.35,"Gamma","ui","crítica","success"
11.61,7.96,106,2,61.51,15.47,"Gamma","payments","alta","failed"
12.86,6.09,128,1,85.3,18.19,"Beta","api","alta","success"
15.53,4.45,121,2,81.72,5.57,"Delta","api","baja","success"
12.82,8.23,109,0,68.03,11.8,"Alpha","database","crítica","success"
9.53,6.93,128,1,66.13,2.8,"Gamma","ui","baja","success"
9.06,8.98,129,1,81.19,3.15,"Gamma","payments","crítica","failed"
11.47,8.71,123,2,71.38,18.06,"Gamma","ui","media","success"
13.24,11.25,116,3,62.64,26.38,"Delta","ui","alta","success"
7.84,9.5,106,3,73.58,27.96,"Delta","database","alta","success"
11.26,10.84,116,6,72.27,9.2,"Alpha","api","media","success"
15.87,8.17,115,2,90.2,17.2,"Delta","auth","baja","success"
11.57,10.04,124,0,71.57,16.58,"Delta","payments","crítica","success"
9.21,7.38,130,2,76.47,7.83,"Delta","api","alta","success"
10.9,7.62,130,1,61.96,13.24,"Gamma","ui","alta","success"
16.46,8.19,110,1,89.09,28.81,"Delta","database","media","success"
14.2,5.22,128,2,80.03,13,"Beta","api","media","success"
16.95,4.99,124,2,56.03,25.5,"Beta","database","alta","success"
12.56,7.27,106,2,72.91,8.83,"Gamma","database","media","success"
13.64,4.5,130,1,93.43,17.39,"Gamma","payments","crítica","success"
9.77,8.24,104,3,88.92,18.56,"Alpha","payments","media","success"
14.42,10,132,1,83.66,2.91,"Delta","ui","media","success"
9.97,5.79,120,3,83.74,8.24,"Gamma","ui","baja","success"
6.32,8.13,124,2,78.79,20.58,"Beta","ui","media","success"
12.51,4.15,125,2,80.62,5.7,"Delta","api","alta","success"
19.78,10.34,125,0,64.46,17.23,"Alpha","ui","media","success"
15.2,7.11,108,2,95.98,13.26,"Gamma","api","baja","success"
16.66,11.83,125,0,86.84,7.06,"Gamma","api","baja","failed"
13.44,8.1,119,1,70.22,18.42,"Delta","ui","media","success"
9.57,12.65,114,2,74.24,4.73,"Gamma","ui","media","success"
11.19,8.84,97,1,79.52,8.98,"Alpha","database","crítica","failed"
10.91,7.53,124,3,71.07,3.16,"Alpha","ui","media","success"
10.13,10.53,116,2,54.14,2.35,"Gamma","payments","alta","success"
14.82,9.32,114,3,73.8,1.36,"Alpha","payments","media","success"
7.21,6.61,114,2,81.91,14.62,"Beta","payments","baja","success"
15.47,9.76,111,0,70.4,13.28,"Alpha","database","media","success"
15.46,9.58,112,2,64.06,22.35,"Delta","api","baja","success"
7.21,8.93,124,5,82.09,12.51,"Gamma","auth","alta","success"
14.56,7.11,112,2,95.91,22.04,"Delta","api","crítica","success"
21.72,7.87,121,2,56.06,24.07,"Delta","payments","media","success"
9.77,10.2,121,4,71.77,8.59,"Alpha","database","crítica","success"
15.38,10.81,125,3,52.1,17.44,"Delta","api","media","success"
8.87,8.74,135,2,83.01,19.62,"Gamma","ui","baja","success"
16.44,5.98,123,0,52.18,1.45,"Gamma","database","media","failed"
13,9.88,129,0,84.07,16.01,"Delta","payments","crítica","success"
18.61,8.37,111,3,83.11,16.56,"Delta","payments","baja","rolled_back"
6.16,10.84,96,0,76.71,12.47,"Delta","payments","media","success"
11.79,4,128,2,89.58,12.57,"Gamma","ui","media","failed"
9.89,6.14,122,1,92.4,27.58,"Alpha","api","media","success"
11.21,9.33,109,3,85.2,18.58,"Delta","api","media","success"
9.48,4.62,119,1,88.61,8.01,"Alpha","auth","alta","success"
8.66,14.87,99,5,68.2,7.57,"Beta","ui","media","failed"
14.31,5.87,114,1,91.18,4.19,"Delta","api","alta","success"
7.65,9.12,120,3,66.08,4.62,"Alpha","payments","baja","success"
17.94,3.68,124,3,89.32,11.11,"Gamma","api","media","success"
7.26,13.51,101,3,76.95,15.31,"Beta","auth","media","success"
12.4,9.81,111,2,95.82,12.58,"Beta","api","alta","success"
14.13,6.72,102,2,84.94,6.49,"Gamma","payments","crítica","success"
14.35,8.65,109,7,78.31,14.85,"Delta","api","crítica","success"
10.79,6.22,128,2,83.27,7.14,"Gamma","database","media","success"
12.32,3.7,91,1,92.15,8.99,"Beta","auth","crítica","success"
15.85,5.28,123,2,62.6,8.72,"Alpha","database","crítica","success"
6.17,5.72,110,0,98.98,13.87,"Delta","api","alta","rolled_back"
8.87,10.85,119,3,73.89,7.37,"Alpha","database","baja","success"
13.28,9.17,115,1,83.38,22.4,"Gamma","payments","alta","failed"
10.22,7.07,101,1,56.08,11.19,"Alpha","payments","media","success"
17.48,7.36,135,1,74.77,17.78,"Delta","auth","baja","failed"
14.69,10.68,134,2,74.57,4.56,"Gamma","api","baja","success"
12.29,5.49,105,2,90.28,5.15,"Beta","auth","media","failed"
5.97,9.5,111,1,72.25,1.64,"Gamma","ui","alta","failed"
12.1,5.66,136,0,89.75,18.77,"Delta","ui","baja","success"
10.73,9.79,108,0,88.04,10.3,"Delta","ui","alta","failed"
11.59,11.14,106,3,65.21,13.3,"Beta","auth","alta","success"
7.27,6.91,113,2,99.52,12.31,"Beta","database","media","success"
13.99,9.14,114,1,59.52,2.8,"Delta","ui","alta","failed"
7.84,2.49,99,0,58.75,14.12,"Beta","ui","baja","success"
11.1,8.81,119,3,100,10.74,"Beta","auth","baja","success"
13.53,8.79,121,1,64.92,4.65,"Delta","auth","baja","success"
8.87,9.06,103,1,73.53,10.81,"Delta","database","media","success"
14.33,11.04,104,2,70.9,15.02,"Alpha","payments","alta","success"
6.73,5.62,107,1,74.78,15.3,"Delta","database","baja","success"
0.76,11.5,133,1,74.37,17.41,"Gamma","database","baja","success"
13.86,5.6,114,2,87.07,17.7,"Gamma","ui","media","failed"
15.36,3.91,116,0,78.4,14.32,"Beta","payments","alta","success"
10.86,13.51,115,0,77.85,16.63,"Beta","auth","media","success"
14.02,10.04,104,4,76.85,5.83,"Beta","database","media","success"
7.38,9.91,111,2,78,7.22,"Gamma","database","baja","success"
11.49,9.58,134,2,76.68,13.85,"Delta","api","baja","success"
4.23,7.48,131,1,85.89,11.7,"Delta","ui","media","success"
16.72,10.52,124,1,76.98,16.08,"Alpha","auth","media","success"
19.44,11.59,112,4,86.38,28.83,"Alpha","payments","media","success"
16.3,4.1,131,4,77.63,25.07,"Delta","ui","baja","success"
11.89,5.14,117,2,87.96,13.2,"Beta","api","baja","success"
11.87,6.19,110,1,86.51,3.69,"Beta","payments","crítica","success"
5.94,9.31,118,3,66.47,7.26,"Delta","auth","media","success"
15.16,2.14,105,3,64.29,2.22,"Delta","payments","baja","success"
11.16,7.61,113,2,59.62,20.69,"Beta","database","media","success"
9.37,4.37,114,1,63.95,6.75,"Gamma","api","media","success"
6.35,7.14,124,2,41.77,11.2,"Delta","database","media","success"
10.8,3.98,123,3,98.14,7.34,"Delta","payments","alta","success"
8.6,10.93,114,2,90.21,1.53,"Delta","auth","baja","success"
10.41,7.31,124,3,67.83,7.25,"Alpha","payments","baja","success"
7.13,7.51,123,3,71.67,16.28,"Delta","api","alta","success"
18.75,11.73,103,3,100,14.79,"Gamma","ui","baja","success"
11.94,5.84,132,2,58.93,10.1,"Beta","ui","media","success"
16.3,4.13,138,2,77.74,36.42,"Delta","auth","media","success"
1.59,6.45,116,4,61.42,28.78,"Alpha","auth","media","success"
10.19,6.37,116,3,83.22,16.05,"Beta","ui","baja","success"
9.3,8.88,100,1,96.45,2.4,"Alpha","auth","crítica","failed"
7.11,7.21,107,1,86.62,8.8,"Delta","database","baja","success"
18.19,4.47,132,1,83.38,3.98,"Alpha","ui","media","success"
6.34,7.54,121,4,68.12,23.06,"Alpha","database","baja","success"
13.27,9.49,125,0,94.99,10.74,"Delta","api","alta","success"
15.39,4.64,130,0,79.79,27.71,"Beta","ui","alta","success"
12.71,10.5,139,1,92.27,12.4,"Delta","api","media","success"
8.5,9.77,111,0,85.84,6.74,"Alpha","ui","alta","success"
15.76,11.75,114,2,73.5,4.36,"Beta","database","media","success"
12.68,7.18,142,1,83.79,8.45,"Alpha","auth","baja","success"
7.75,9.06,129,5,78.19,14.58,"Gamma","api","alta","failed"
6.45,5.82,107,2,85.47,4,"Delta","payments","media","success"
20.35,7.36,123,5,53.25,18.45,"Alpha","api","media","success"
9.29,5.37,114,2,73.15,7.93,"Gamma","api","media","failed"
4.58,10.69,111,3,61.77,9.76,"Delta","database","media","success"
14.13,4.38,125,3,82.49,32.56,"Gamma","auth","media","success"
13.24,9.54,127,2,65.06,12.51,"Alpha","database","media","success"
6.58,6.29,140,3,63.86,29.16,"Alpha","database","baja","success"
4.23,5.38,132,2,72.51,12.31,"Beta","auth","media","success"
11.53,11.65,107,1,69.82,5.81,"Beta","ui","baja","success"
16.56,8.27,136,2,71.82,22.07,"Gamma","auth","alta","success"
14.54,8.83,104,3,81.58,18.94,"Alpha","api","crítica","success"
10.03,8.49,120,2,77.25,18.4,"Alpha","auth","alta","success"
8.66,9.63,111,3,80.83,10.27,"Delta","auth","baja","success"
13.08,11.69,118,2,63.49,20.49,"Gamma","auth","media","success"
12.63,8.16,111,4,81.89,5.06,"Delta","auth","media","success"
14.52,11.05,100,3,69.54,27.72,"Alpha","payments","media","success"
10.42,2.13,130,2,76.7,20.63,"Delta","auth","media","success"
15.6,9.58,130,2,65.38,0.7,"Beta","api","media","success"
8.68,9.06,128,3,81.84,14.7,"Gamma","payments","media","success"
10.68,8.45,130,2,84.31,9.19,"Alpha","api","baja","success"
14.96,8.32,144,1,79.42,8,"Gamma","api","media","success"
15.96,6.86,150,6,79.3,20.53,"Delta","database","alta","success"
4.25,6.44,115,2,91.93,2,"Beta","ui","media","success"
12.43,10.74,120,4,84.53,3.57,"Delta","database","alta","success"
14.44,7.53,122,1,88.5,10.62,"Gamma","api","baja","failed"
6.2,10.95,128,2,73.51,6.88,"Gamma","database","alta","success"
13.92,7.03,111,0,75.23,10.84,"Alpha","api","media","success"
8.69,5.47,125,2,86.89,16.82,"Beta","api","media","success"
16.08,11.62,106,4,79.89,7.95,"Delta","auth","media","success"
14.15,7.75,128,1,82.63,16,"Beta","ui","media","rolled_back"
15.08,11.04,119,3,100,12.98,"Beta","api","media","failed"
12.48,4.92,116,2,89.61,25.71,"Gamma","payments","alta","failed"
15.45,8.89,124,1,86.14,14.15,"Beta","api","crítica","rolled_back"
17.52,7.21,115,2,100,5.08,"Delta","api","alta","rolled_back"
19.86,12.89,122,1,67.27,10.71,"Gamma","api","media","success"
11.89,11.27,105,2,87.64,5.67,"Delta","ui","media","success"
3,9.4,122,0,71.34,5.52,"Delta","auth","alta","failed"
12.13,6.73,107,2,82.17,2.98,"Beta","database","alta","success"
12.82,10.46,95,1,60.33,10.08,"Beta","ui","media","success"
11.38,9.8,121,1,64.78,19.92,"Delta","database","alta","success"
14.27,4.38,115,3,90.77,11.65,"Beta","auth","media","success"
16.04,10.97,114,3,60.47,9.18,"Beta","ui","media","success"
9.93,10.14,115,3,62.64,15.39,"Delta","payments","crítica","success"
10.82,7.53,130,2,82.58,7.42,"Delta","ui","alta","success"
13.59,13.78,111,2,71.47,10.93,"Beta","ui","media","success"
9.8,10.38,114,1,66.28,7.9,"Gamma","ui","alta","success"
12.37,6.72,121,1,65.52,8.83,"Delta","api","crítica","success"
4.15,10.33,124,1,72.18,23.71,"Delta","payments","media","success"
7.52,9.02,122,4,89.47,10.46,"Alpha","auth","alta","success"
6.69,7.56,146,2,74.32,44.32,"Alpha","database","media","success"
8.59,0.5,125,2,86.95,21.43,"Delta","auth","alta","failed"
9.23,6.92,112,4,63.12,7.71,"Delta","api","baja","success"
13.53,8.06,134,2,79.13,12.28,"Beta","payments","crítica","failed"
15.93,9.81,128,1,79.86,24.72,"Delta","ui","alta","success"
9.09,8.88,106,1,79.54,9.68,"Delta","api","alta","success"
8.01,8.57,108,3,67.3,7.99,"Beta","api","media","success"
7.83,11.78,127,2,78.41,8.85,"Delta","api","media","success"
10.34,7.87,143,0,87.12,10.05,"Alpha","payments","baja","success"
11.04,5.36,111,3,77.8,12.12,"Gamma","database","media","success"
13.93,6.74,118,3,82.95,11.14,"Beta","api","media","success"
10.71,7.54,109,3,86.39,22.94,"Delta","payments","baja","success"
3.69,6.56,115,5,94.05,21.05,"Delta","ui","alta","success"
11.63,3.34,115,2,77.27,8.32,"Gamma","ui","baja","success"
16.75,9.49,107,3,62.34,16.28,"Delta","payments","alta","success"
16.77,9.98,117,4,88.17,9.19,"Alpha","database","alta","success"
8.84,6.16,120,1,94.76,2.12,"Beta","database","media","success"
5.81,9.09,137,3,78.03,4.62,"Delta","database","media","failed"
21.83,7.21,110,2,66.73,1.62,"Alpha","ui","media","failed"
11.35,7.26,113,1,61.63,8.13,"Gamma","ui","media","failed"
11.61,9.51,113,3,68.23,8.02,"Delta","api","media","success"
13.68,9.05,149,1,79.59,9.06,"Delta","ui","media","success"
5.54,6.54,107,1,79.98,21.92,"Gamma","api","baja","success"
9.09,6.17,96,1,80.96,5.07,"Beta","database","alta","success"
5.84,9.36,129,1,75.75,6.17,"Alpha","auth","alta","success"
9.23,5.5,118,1,70.51,15.98,"Alpha","ui","media","success"
12.48,6.24,124,2,61.98,26.47,"Beta","auth","media","failed"
6.54,11.46,102,5,88.83,24.26,"Beta","ui","alta","success"
14.36,8.4,107,4,82.28,13.75,"Alpha","ui","alta","success"
13.16,6.89,139,1,60.58,6.28,"Gamma","ui","baja","success"
8.38,5.06,131,1,79.62,19.99,"Gamma","auth","baja","success"
12.91,9.79,115,2,77.38,9.78,"Delta","payments","alta","success"
14.99,6.62,119,3,89.8,4.67,"Delta","ui","alta","success"
16.24,8.24,132,3,60.6,12.86,"Delta","api","media","success"
11.15,10.98,118,1,58.28,6.38,"Alpha","ui","media","success"
11.63,7.45,127,1,76.68,4.72,"Beta","auth","crítica","success"
11.65,10.58,119,3,88.28,13.12,"Alpha","ui","baja","success"
17.77,5.13,139,4,77.26,18.4,"Delta","database","media","success"
16.5,3.59,116,2,62.52,12.27,"Alpha","ui","media","success"
15.34,8.82,105,0,87.09,7.67,"Alpha","database","baja","success"
10.85,10.98,128,2,100,4.8,"Beta","auth","baja","success"
13.49,6.68,120,4,63.07,13.24,"Alpha","ui","media","failed"
13.61,7.36,132,1,84.71,16.69,"Delta","ui","alta","success"
